,clust,Total Revenue,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Long Distance Charges
1369,4,8454.25,Q3,Yes,7.5,60,Offer B,Yes,47.4,No,Cable,29.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.4,5610.25,2844.0
1370,2,51.620000000000005,Q3,No,0.0,1,Offer E,Yes,31.77,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.85,19.85,31.77
1371,4,791.61,Q3,No,0.0,6,Offer E,Yes,20.36,Yes,Fiber Optic,10.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,109.9,669.45,122.16
1372,4,2242.75,Q3,No,0.0,15,Offer D,Yes,45.92,No,Fiber Optic,12.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,1553.95,688.8000000000001
1373,0,113.63,Q3,No,0.0,1,Offer E,Yes,33.48,Yes,Cable,59.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,60.15,60.15,33.48
1374,0,844.82,Q3,No,0.0,7,Offer E,Yes,35.91,Yes,Fiber Optic,27.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.45,593.45,251.36999999999998
1375,4,5703.76,Q3,Yes,1.0,53,Offer B,Yes,15.77,No,Fiber Optic,9.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.25,4867.95,835.81
1376,0,76.74000000000001,Q3,No,0.0,1,Offer E,Yes,1.84,Yes,Fiber Optic,63.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,74.9,1.84
1377,0,113.17,Q3,No,0.0,1,Offer E,Yes,32.92,No,Fiber Optic,3.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.25,80.25,32.92
1378,0,1914.14,Q3,Yes,1.0,17,Offer D,Yes,44.97,No,Fiber Optic,11.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.0,1149.65,764.49
1379,3,913.39,Q3,Yes,1.0,11,Offer D,Yes,15.69,Yes,DSL,12.0,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,66.35,740.8,172.59
1380,0,1950.24,Q3,No,0.0,19,Offer D,Yes,20.41,Yes,Fiber Optic,11.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,86.0,1532.45,387.79
1381,0,395.19000000000005,Q3,Yes,1.0,3,Offer E,Yes,48.38,No,Fiber Optic,14.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.3,250.05,145.14000000000001
1382,0,3144.87,Q3,No,0.0,24,None,Yes,35.93,Yes,Fiber Optic,5.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,90.55,2282.55,862.3199999999999
1383,0,197.09,Q3,No,0.0,2,None,Yes,26.87,Yes,Fiber Optic,52.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,143.35,53.74
1384,3,60.75,Q3,Yes,1.0,1,None,Yes,14.9,No,DSL,6.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.85,45.85,14.9
1385,3,810.2,Q3,Yes,1.0,16,Offer D,No,0.0,No,DSL,29.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.95,810.2,0.0
1386,0,3021.6000000000004,Q3,Yes,1.0,34,None,Yes,13.45,No,Fiber Optic,12.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78.3,2564.3,457.29999999999995
1387,0,353.54,Q3,No,0.0,3,None,Yes,38.38,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,76.95,228.4,115.14000000000001
1388,3,79.66999999999999,Q3,No,0.0,1,None,Yes,34.37,No,DSL,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.3,45.3,34.37
1389,2,786.4000000000001,Q3,No,0.0,15,Offer D,Yes,33.14,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.4,289.3,497.1
1390,0,1233.91,Q3,No,0.0,11,Offer D,Yes,22.36,Yes,Cable,3.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,90.15,987.95,245.95999999999998
1391,3,93.08,Q3,No,0.0,1,None,Yes,48.03,No,Cable,63.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,45.05,45.05,48.03
1392,0,90.28,Q3,No,0.0,1,None,Yes,14.48,No,Fiber Optic,26.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.8,75.8,14.48
1393,0,667.62,Q3,No,0.0,7,None,Yes,19.21,No,Fiber Optic,16.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,79.3,523.15,134.47
1394,3,59.05,Q3,No,0.0,2,None,No,0.0,No,DSL,18.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.9,59.05,0.0
1395,4,7787.9400000000005,Q3,Yes,1.0,59,Offer B,Yes,22.71,Yes,Fiber Optic,26.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,110.15,6448.05,1339.89
1396,0,675.6700000000001,Q3,Yes,1.0,8,None,Yes,5.34,No,Fiber Optic,42.0,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,75.0,632.95,42.72
1397,0,527.91,Q3,No,0.0,6,None,Yes,41.16,No,Cable,10.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,44.75,270.95,246.95999999999998
1398,3,756.8299999999999,Q3,Yes,1.0,11,Offer D,Yes,24.83,No,DSL,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.05,483.7,273.13
1399,1,8842.300000000001,Q3,No,0.0,70,Offer A,Yes,10.21,Yes,Fiber Optic,52.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,115.55,8127.6,714.7
1400,0,1993.1000000000001,Q3,No,0.0,18,None,Yes,24.4,Yes,Fiber Optic,63.0,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.2,1553.9,439.2
1401,4,4680.77,Q3,Yes,1.0,34,None,Yes,43.33,Yes,Fiber Optic,16.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.65,3207.55,1473.22
1402,4,5482.6900000000005,Q3,Yes,1.0,47,Offer B,Yes,7.62,Yes,Fiber Optic,20.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,109.55,5124.55,358.14
1403,4,4851.93,Q3,Yes,1.0,39,None,Yes,35.32,Yes,Fiber Optic,30.0,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,89.55,3474.45,1377.48
1404,2,68.41,Q3,No,0.0,1,Offer E,Yes,48.96,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.45,19.45,48.96
1405,2,126.07,Q3,No,0.0,4,Offer E,Yes,12.43,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,76.35,49.72
1406,4,6595.9400000000005,Q3,Yes,1.0,59,Offer B,Yes,10.76,Yes,Fiber Optic,5.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.5,5961.1,634.84
1407,0,160.95,Q3,No,0.0,2,None,Yes,17.25,No,Cable,3.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,45.0,96.45,34.5
1408,2,60.66,Q3,No,0.0,1,Offer E,Yes,40.51,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.15,20.15,40.51
1409,4,7613.73,Q3,No,0.0,66,Offer A,Yes,7.28,Yes,Fiber Optic,51.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,105.0,7133.25,480.48
1410,3,178.08999999999997,Q3,No,0.0,3,Offer E,Yes,2.88,No,DSL,17.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,54.7,169.45,8.64
1411,4,1667.12,Q3,Yes,1.0,14,None,Yes,29.18,Yes,Fiber Optic,19.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,87.25,1258.6,408.52
1412,0,970.2,Q3,Yes,1.0,10,None,Yes,11.3,No,Fiber Optic,4.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.95,857.2,113.0
1413,0,1867.36,Q3,No,0.0,18,None,Yes,12.67,Yes,Fiber Optic,23.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.35,1639.3,228.06
1414,0,1010.53,Q3,No,0.0,9,Offer E,Yes,10.07,Yes,Fiber Optic,26.0,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.75,889.9,90.63
1415,0,498.29,Q3,No,0.0,4,Offer E,Yes,42.06,Yes,Fiber Optic,58.0,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,78.45,330.05,168.24
1416,0,290.03,Q3,No,0.0,4,None,Yes,13.02,No,Fiber Optic,15.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.2,237.95,52.08
1417,3,2452.7,Q3,Yes,1.0,59,Offer B,No,0.0,No,DSL,63.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,41.05,2452.7,0.0
1418,0,1114.85,Q3,Yes,1.0,10,None,Yes,30.1,Yes,Cable,29.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.6,813.85,301.0
1419,3,583.65,Q3,No,0.0,5,None,Yes,45.25,No,DSL,22.0,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,70.0,347.4,226.25
1420,0,93.44,Q3,No,0.0,1,None,Yes,43.49,Yes,Cable,4.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.95,49.95,43.49
1421,0,2260.42,Q3,Yes,1.0,22,None,Yes,32.11,No,Fiber Optic,52.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.25,1554.0,706.42
1422,4,3653.5099999999998,Q3,Yes,1.0,41,None,Yes,15.91,Yes,DSL,29.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,73.0,3001.2,652.3100000000001
1423,4,8054.5199999999995,Q3,No,0.0,64,None,Yes,28.13,Yes,Fiber Optic,18.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.05,6254.2,1800.32
1424,3,623.0,Q3,No,0.0,18,None,No,0.0,No,DSL,63.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,35.0,553.0,0.0
1425,0,111.00999999999999,Q3,No,0.0,1,None,Yes,35.01,Yes,Fiber Optic,52.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.0,76.0,35.01
1426,0,1732.9,Q3,Yes,1.0,15,None,Yes,28.3,No,Cable,28.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.3,1308.4,424.5
1427,4,2114.55,Q3,Yes,1.0,15,None,Yes,40.7,Yes,Fiber Optic,29.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.1,1504.05,610.5
1428,0,78.7,Q3,No,0.0,1,None,Yes,28.25,Yes,Cable,9.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.45,50.45,28.25
1429,4,1590.67,Q3,No,0.0,12,None,Yes,28.16,Yes,Fiber Optic,42.0,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,99.95,1132.75,337.92
1430,0,272.84,Q3,No,0.0,2,None,Yes,39.62,Yes,Fiber Optic,7.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.4,193.6,79.24
1431,0,501.77,Q3,No,0.0,4,None,Yes,42.33,Yes,Fiber Optic,63.0,No,No,No,Yes,No,No,Yes,Yes,Month-to-Month,No,Credit Card,80.8,332.45,169.32
1432,4,2140.0299999999997,Q3,Yes,1.0,16,None,Yes,37.83,Yes,Cable,26.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.0,1534.75,605.28
1433,2,36.46,Q3,No,0.0,1,None,Yes,15.91,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.55,20.55,15.91
1434,0,606.75,Q3,No,0.0,5,None,Yes,36.52,Yes,Fiber Optic,27.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.3,424.15,182.60000000000002
1435,0,515.48,Q3,No,0.0,4,None,Yes,41.12,No,Fiber Optic,42.0,No,No,No,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,70.4,281.0,164.48
1436,4,4612.1900000000005,Q3,No,0.0,37,None,Yes,30.72,Yes,Fiber Optic,42.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.8,3475.55,1136.6399999999999
1437,0,934.71,Q3,Yes,1.0,13,None,Yes,2.92,Yes,Fiber Optic,21.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.4,896.75,37.96
1438,4,3311.86,Q3,No,0.0,24,None,Yes,37.69,Yes,Fiber Optic,18.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.75,2407.3,904.56
1439,4,9411.65,Q3,Yes,1.0,61,None,Yes,46.95,Yes,Cable,21.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.0,6547.7,2863.9500000000003
1440,4,6303.74,Q3,No,0.0,41,None,Yes,47.74,Yes,Fiber Optic,48.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.7,4346.4,1957.3400000000001
1441,3,187.85,Q3,No,0.0,2,Offer E,Yes,42.55,No,DSL,30.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.05,102.75,85.1
1442,2,514.04,Q3,Yes,1.0,8,Offer E,Yes,46.13,No,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.75,145.0,369.04
1443,0,1833.92,Q3,No,0.0,17,None,Yes,30.61,No,Fiber Optic,7.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.65,1313.55,520.37
1444,3,72.4,Q3,No,0.0,2,Offer E,No,0.0,No,DSL,21.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,42.6,72.4,0.0
1445,3,2000.08,Q3,No,0.0,29,None,Yes,1.02,No,DSL,19.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,68.85,1970.5,29.580000000000002
1446,4,283.89,Q3,Yes,1.0,2,None,Yes,46.92,No,Fiber Optic,7.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,90.0,190.05,93.84
1447,3,1288.31,Q3,No,0.0,14,Offer D,Yes,18.74,No,Cable,20.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.35,1025.95,262.35999999999996
1448,4,845.7099999999999,Q3,No,0.0,8,Offer E,Yes,3.27,Yes,Fiber Optic,6.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.85,819.55,26.16
1449,0,415.54999999999995,Q3,Yes,1.0,5,Offer E,Yes,17.08,No,Fiber Optic,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.95,330.15,85.39999999999999
1450,4,7055.34,Q3,Yes,1.0,63,None,Yes,1.93,Yes,Fiber Optic,21.0,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,107.5,6873.75,121.58999999999999
1451,0,90.6,Q3,No,0.0,1,Offer E,Yes,44.75,No,Cable,12.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.85,45.85,44.75
1452,4,7364.52,Q3,Yes,1.0,53,None,Yes,30.09,No,Fiber Optic,11.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.1,5769.75,1594.77
1453,0,108.93,Q3,No,0.0,1,Offer E,Yes,17.23,No,Fiber Optic,52.0,No,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,91.7,91.7,17.23
1454,4,1859.49,Q3,No,0.0,16,Offer D,Yes,18.99,Yes,Fiber Optic,30.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.6,1555.65,303.84
1455,0,105.02000000000001,Q3,No,0.0,1,Offer E,Yes,30.07,Yes,Fiber Optic,26.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,74.95,30.07
1456,4,8414.62,Q3,No,0.0,66,Offer A,Yes,25.82,No,Cable,26.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,99.5,6710.5,1704.1200000000001
1457,4,1796.75,Q3,Yes,1.0,17,Offer D,Yes,5.4,No,Fiber Optic,8.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,98.6,1704.95,91.80000000000001
1458,3,431.63,Q3,No,0.0,7,Offer E,Yes,2.24,No,DSL,22.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,59.5,415.95,15.680000000000001
1459,0,4812.84,Q3,Yes,1.0,42,None,Yes,34.02,No,Fiber Optic,18.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,77.95,3384.0,1428.8400000000001
1460,0,3657.1499999999996,Q3,No,0.0,30,None,Yes,30.06,No,Fiber Optic,19.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.25,2755.35,901.8
1461,3,1708.1,Q3,No,0.0,15,Offer D,Yes,47.57,Yes,DSL,26.0,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,64.65,994.55,713.55
1462,4,7821.6,Q3,Yes,1.0,67,Offer A,Yes,28.4,Yes,Cable,10.0,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,87.4,5918.8,1902.8
1463,0,3696.55,Q3,No,0.0,35,None,Yes,19.07,Yes,Fiber Optic,17.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.45,3029.1,667.45
1464,4,6731.31,Q3,Yes,1.0,56,None,Yes,19.16,Yes,Fiber Optic,48.0,No,Yes,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,98.25,5508.35,1072.96
1465,0,941.65,Q3,Yes,1.0,9,Offer E,Yes,31.75,No,Fiber Optic,25.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.75,655.9,285.75
1466,4,6269.84,Q3,No,0.0,48,None,Yes,24.73,Yes,Fiber Optic,4.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,106.1,5082.8,1187.04
1467,4,3858.91,Q3,No,0.0,34,None,Yes,7.99,Yes,Fiber Optic,63.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,109.8,3587.25,271.66
1468,0,1065.13,Q3,Yes,1.0,11,Offer D,Yes,13.33,No,Fiber Optic,19.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,79.5,868.5,146.63
1469,0,120.27,Q3,No,0.0,1,Offer E,Yes,34.47,Yes,Fiber Optic,59.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,85.8,85.8,34.47
1470,3,267.88,Q3,Yes,1.0,3,Offer E,Yes,44.46,No,DSL,51.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,44.3,134.5,133.38
1471,4,6385.8,Q3,No,0.0,50,None,Yes,20.88,Yes,Fiber Optic,13.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,105.95,5341.8,1044.0
1472,0,480.3,Q3,No,0.0,5,Offer E,Yes,31.14,No,Fiber Optic,5.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.75,324.6,155.7
1473,4,5887.83,Q3,Yes,1.0,51,None,Yes,21.08,Yes,Fiber Optic,9.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65,4812.75,1075.08
1474,4,4763.78,Q3,No,0.0,46,None,Yes,6.18,Yes,Cable,8.0,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,96.05,4399.5,284.28
1475,4,4800.36,Q3,Yes,1.0,41,None,Yes,5.01,Yes,Fiber Optic,10.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,113.6,4594.95,205.41
1476,0,3669.7200000000003,Q3,No,0.0,29,None,Yes,44.33,No,Fiber Optic,7.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.9,2384.15,1285.57
1477,3,2196.73,Q3,Yes,1.0,26,None,Yes,22.33,Yes,DSL,13.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,60.05,1616.15,580.5799999999999
1478,3,34.7,Q3,No,0.0,1,Offer E,No,0.0,No,DSL,8.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34.7,34.7,0.0
1479,0,307.64,Q3,No,0.0,3,Offer E,Yes,14.28,Yes,Fiber Optic,21.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.3,264.8,42.839999999999996
1480,4,9963.97,Q3,Yes,1.0,66,Offer A,Yes,48.77,Yes,Fiber Optic,12.0,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,102.45,6615.15,2871.9325
1481,4,3009.17,Q3,Yes,1.0,21,Offer D,Yes,38.52,Yes,Fiber Optic,59.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.4,2200.25,808.9200000000001
1482,4,140.46,Q3,No,0.0,1,None,Yes,40.71,Yes,Fiber Optic,25.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.75,99.75,40.71
1483,3,415.26,Q3,No,0.0,4,None,Yes,28.89,No,DSL,3.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,299.7,115.56
1484,0,764.39,Q3,No,0.0,9,None,Yes,13.86,No,Fiber Optic,63.0,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,74.25,639.65,124.74
1485,0,81.9,Q3,No,0.0,1,None,Yes,22.05,Yes,Cable,28.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.85,59.85,22.05
1486,3,438.8,Q3,No,0.0,9,None,No,0.0,No,Cable,20.0,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,45.4,418.8,0.0
1487,2,51.95,Q3,No,0.0,1,None,Yes,32.45,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.5,19.5,32.45
1488,0,115.4,Q3,No,0.0,1,None,Yes,45.5,No,Fiber Optic,12.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.9,69.9,45.5
1489,0,196.15,Q3,No,0.0,2,None,Yes,6.2,No,Fiber Optic,6.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.15,183.75,12.4
1490,0,379.12,Q3,Yes,1.0,3,None,Yes,38.09,Yes,Fiber Optic,30.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,264.85,114.27000000000001
1491,0,1579.5,Q3,No,0.0,14,Offer D,Yes,28.65,Yes,Cable,27.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.95,1178.4,401.09999999999997
1492,0,240.97,Q3,No,0.0,2,None,Yes,48.66,No,Fiber Optic,21.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79.0,143.65,97.32
1493,2,551.95,Q3,No,0.0,18,Offer D,Yes,8.95,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.15,390.85,161.1
1494,0,89.19,Q3,No,0.0,1,None,Yes,17.54,No,Fiber Optic,16.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.65,71.65,17.54
1495,2,228.14,Q3,No,0.0,4,None,Yes,37.66,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,77.5,150.64
1496,4,3935.58,Q3,No,0.0,38,None,Yes,17.66,No,Fiber Optic,41.0,No,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,84.25,3264.5,671.08
1497,0,1457.8999999999999,Q3,No,0.0,12,Offer D,Yes,42.55,No,Fiber Optic,18.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,78.1,947.3,510.59999999999997
1498,4,2253.54,Q3,Yes,1.0,19,Offer D,Yes,21.71,Yes,Fiber Optic,47.0,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,89.65,1761.05,412.49
1499,4,1346.85,Q3,No,0.0,10,Offer D,Yes,37.36,Yes,Fiber Optic,28.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.7,973.25,373.6
1500,3,83.61,Q3,No,0.0,1,None,Yes,7.26,No,Cable,9.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.35,76.35,7.26
1501,0,2446.0699999999997,Q3,No,0.0,23,Offer D,Yes,33.44,Yes,Fiber Optic,11.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.15,1676.95,769.1199999999999
1502,0,3732.1800000000003,Q3,No,0.0,31,None,Yes,33.38,Yes,Fiber Optic,27.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,86.55,2697.4,1034.78
